0.0	0.0028860999999999995	0.002651	0.001592	0.004632	8.6432169E-7	5.381808099999993E-7	1.3535330100000012E-6	0.0023098727701415	0.003462327229858499
1.0	0.2748748	0.277275	0.255621	0.28546	7.685547716000009E-5	1.1602928333999963E-4	5.073960637333373E-5	0.26944112719923385	0.2803084728007661
2.0	0.39664889999999997	0.393936	0.36582	0.418406	2.2050918389000012E-4	1.908853016766663E-4	2.6494500721000087E-4	0.38744505253911804	0.4058527474608819
3.0	0.163743	0.162603	0.158274	0.173839	2.2160682200000014E-5	1.3312792833333359E-5	3.543251624999999E-5	0.1608252529797887	0.1666607470202113
4.0	0.0782724	0.080685	0.068623	0.091707	4.6624506040000017E-5	5.9406060460000105E-5	3.810346975999996E-5	0.07404022913384557	0.08250457086615444
5.0	0.036226400000000006	0.036873	0.029017	0.044595	2.065146004000001E-5	2.613107621000006E-5	1.6998382593333312E-5	0.03340975929004668	0.03904304070995333
6.0	0.0186868	0.019602	0.01407	0.0242	8.364258560000001E-6	8.02293224E-6	8.705584879999998E-6	0.01689425611813557	0.02047934388186443
7.0	0.0100836	0.010632	0.007551	0.01346	3.0329588399999998E-6	2.8098931599999997E-6	3.25602452E-6	0.00900418281096955	0.01116301718903045
8.0	0.0057996	0.005995	0.004308	0.008149	1.18285904E-6	9.976084000000004E-7	1.3681096799999996E-6	0.005125502730456205	0.006473697269543796
9.0	0.0035477	0.003803	0.002593	0.005013	4.8033941E-7	4.3504937000000007E-7	5.256294500000002E-7	0.003118133721358857	0.003977266278641143
10.0	0.0022441999999999996	0.002357	0.001672	0.003169	1.9364396E-7	2.1889163999999962E-7	1.7681217333333356E-7	0.0019714542141964424	0.002516945785803557
11.0	0.0014978999999999997	0.001568	0.001127	0.002149	8.675048999999998E-8	7.070672999999985E-8	1.027942500000001E-7	0.0013153457115310625	0.001680454288468937
12.0	0.0010475999999999997	0.001066	7.83E-4	0.001461	3.797544000000001E-8	3.17299199999999E-8	4.422096000000011E-8	9.26816536602066E-4	0.0011683834633979334
13.0	7.648000000000002E-4	7.48E-4	5.23E-4	0.001137	2.316876E-8	1.1322125714285736E-8	5.081090666666662E-8	6.704574812632185E-4	8.591425187367818E-4
14.0	6.192999999999999E-4	6.16E-4	4.18E-4	9.28E-4	1.713821E-8	1.1089756666666655E-8	2.6210890000000017E-8	5.381592904048775E-4	7.004407095951223E-4
15.0	5.732000000000001E-4	5.47E-4	4.04E-4	8.12E-4	1.3207759999999995E-8	6.29252571428572E-9	2.934330666666665E-8	5.019687352239201E-4	6.4443126477608E-4
16.0	6.454999999999999E-4	6.77E-4	3.99E-4	9.33E-4	2.4016250000000008E-8	2.170424999999998E-8	2.632825000000002E-8	5.494475008133571E-4	7.415524991866427E-4
17.0	8.413E-4	8.68E-4	5.73E-4	0.00106	2.6297409999999992E-8	3.471069E-8	2.068855666666666E-8	7.407892392546948E-4	9.418107607453052E-4
18.0	9.699000000000001E-4	9.72E-4	6.33E-4	0.00143	7.304729000000003E-8	6.532873000000004E-8	8.076584999999997E-8	8.023832935901617E-4	0.0011374167064098386
19.0	2.7E-5	2.5E-5	1.1E-5	4.7E-5	1.1679999999999997E-10	8.216666666666664E-11	1.6874999999999999E-10	2.0301501063671055E-5	3.369849893632894E-5
