0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.36485160000000005	0.364918	0.358471	0.370524	1.2249944840000043E-5	1.2200560360000341E-5	1.2299329319999746E-5	0.36268228240920464	0.36702091759079547
2.0	0.42618049999999996	0.426041	0.409809	0.441735	1.1642843545000016E-4	9.001091191666623E-5	1.5605472075000108E-4	0.41949266419441444	0.4328683358055855
3.0	0.0538386	0.052425	0.050017	0.063227	1.4908043040000009E-5	7.348229160000002E-6	2.6247763860000024E-5	0.051445469453154216	0.056231730546845785
4.0	0.041339100000000004	0.041261	0.03822	0.046276	5.5686008900000025E-6	3.3146996766666826E-6	8.949452709999982E-6	0.03987648804944634	0.04280171195055367
5.0	0.0445851	0.04363	0.040889	0.048958	7.762335689999996E-6	5.615692810000006E-6	1.0982300009999983E-5	0.042858259278141034	0.04631194072185897
6.0	0.015314900000000001	0.015236	0.012299	0.018237	5.206400890000001E-6	4.442371476666671E-6	6.352445009999996E-6	0.013900654276689373	0.016729145723310627
7.0	0.0122454	0.01224	0.01072	0.014368	1.3439816400000003E-6	1.0724197600000004E-6	1.75132446E-6	0.011526857038986255	0.012963942961013745
8.0	0.007706199999999999	0.007961	0.006243	0.009379	8.843923600000001E-7	1.1527876899999977E-6	7.054621400000017E-7	0.007123320793802351	0.008289079206197647
9.0	0.008308099999999999	0.008625	0.006665	0.009581	7.548530899999998E-7	1.077643009999998E-6	5.396598100000012E-7	0.0077695980380217715	0.008846601961978225
10.0	0.004666300000000001	0.004695	0.003657	0.005811	4.3149081000000003E-7	4.088072900000009E-7	4.5417432999999924E-7	0.004259161805317164	0.005073438194682838
11.0	0.0034836	0.003689	0.002715	0.004037	1.9944084E-7	2.238067599999999E-7	1.7507492000000005E-7	0.003206801891093165	0.003760398108906835
12.0	0.0028269	0.00283	0.002291	0.003313	1.4310949E-7	1.4718984999999992E-7	1.3902913000000007E-7	0.0025924283776692795	0.00306137162233072
13.0	0.0021594	0.002148	0.001513	0.002596	9.846583999999998E-8	9.400809333333339E-8	1.0515245999999987E-7	0.0019649092878968252	0.002353890712103175
14.0	0.0019848	0.001992	0.001535	0.002362	8.669676E-8	8.640816000000007E-8	8.698535999999991E-8	0.0018023022539273431	0.002167297746072657
15.0	0.0014071	0.001471	0.001064	0.001698	4.0188690000000004E-8	5.5067410000000044E-8	3.026954333333331E-8	0.0012828466815316389	0.0015313533184683613
16.0	0.0011457999999999998	0.001186	8.24E-4	0.001375	3.2437760000000005E-8	3.5388439999999934E-8	2.9487080000000066E-8	0.0010341698522727842	0.0012574301477272154
17.0	9.617999999999999E-4	9.55E-4	6.99E-4	0.001187	2.570676E-8	2.0532573333333298E-8	3.3468040000000045E-8	8.624244047987634E-4	0.0010611755952012363
18.0	8.223E-4	8.86E-4	6.32E-4	0.001047	1.8138609999999996E-8	1.7910409999999995E-8	1.8366810000000004E-8	7.388246837825696E-4	9.057753162174303E-4
19.0	6.634999999999999E-4	6.95E-4	4.84E-4	8.11E-4	1.278405E-8	1.3919449999999982E-8	1.1648650000000011E-8	5.93420611817739E-4	7.335793881822608E-4
20.0	5.767999999999999E-4	5.75E-4	4.1E-4	7.49E-4	1.181416E-8	9.19923999999999E-9	1.573654000000002E-8	5.094314041589108E-4	6.44168595841089E-4
21.0	4.875000000000001E-4	4.98E-4	3.57E-4	6.34E-4	5.72945E-9	5.5534500000000104E-9	5.9054499999999885E-9	4.4058491168078235E-4	5.344150883192178E-4
22.0	4.0420000000000007E-4	3.87E-4	2.9E-4	5.27E-4	5.6853600000000016E-9	4.364440000000007E-9	7.666739999999992E-9	3.5746577380976557E-4	4.5093422619023457E-4
23.0	3.5259999999999995E-4	3.68E-4	2.37E-4	4.7E-4	4.408639999999999E-9	5.715409999999995E-9	3.5374600000000032E-9	3.114463471560543E-4	3.937536528439456E-4
24.0	3.03E-4	2.95E-4	2.46E-4	3.95E-4	2.478E-9	1.4664999999999994E-9	3.995250000000001E-9	2.7214633765660875E-4	3.3385366234339124E-4
25.0	2.6419999999999997E-4	2.6E-4	2.07E-4	3.69E-4	2.8421600000000005E-9	1.3380971428571418E-9	6.351640000000005E-9	2.311569343795101E-4	2.972430656204898E-4
