0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.3652120580754431	0.3650360959168683	0.35861636944580927	0.3708199842062436	1.2057041298461136E-5	1.0163916346836046E-5	1.4896728725898771E-5	0.3630598887082192	0.367364227442667
2.0	0.4266081666848741	0.42620901807497785	0.4105689061054927	0.44207604823801533	1.1501713512909483E-4	8.766782583548298E-5	1.5604109906951262E-4	0.4199609881382129	0.4332553452315353
3.0	0.05388417093503496	0.05243569754478805	0.05005689876223924	0.06332546094550819	1.5037737954334132E-5	7.405190071558902E-6	2.6486559778496976E-5	0.0514806532187414	0.05628768865132852
4.0	0.04136964394165876	0.04131851307060199	0.03826915911813371	0.046277152538573466	5.516295591899212E-6	3.2985989030689853E-6	8.842840625144553E-6	0.039913917279615366	0.04282537060370216
5.0	0.04461596748516949	0.0436161887472955	0.040919641007317376	0.0490702479338843	7.783856395766002E-6	5.606229848655909E-6	1.1050296216431145E-5	0.04288673462838083	0.046345200341958145
6.0	0.015320777736470462	0.015255155259568323	0.012305718280622421	0.018234323514902756	5.193572675079249E-6	4.435717250984368E-6	6.3303558112215714E-6	0.013908275389973846	0.016733280082967077
7.0	0.012249539374468214	0.012239600792091888	0.010728344387961915	0.014356595167233418	1.3384032034864149E-6	1.0690573450883062E-6	1.7424219910835783E-6	0.011532489184696716	0.012966589564239711
8.0	0.0077075696029425805	0.007966909919108459	0.0062444389062873765	0.009374440240445186	8.817231086650851E-7	1.1512982864406249E-6	7.020063234813917E-7	0.00712557067732091	0.008289568528564252
9.0	0.008309436913986848	0.00861435739575807	0.006668808532231574	0.009593396453502366	7.58886122199846E-7	1.0773536687815197E-6	5.465744244787302E-7	0.007769498313121626	0.008849375514852069
10.0	0.00466451273736051	0.004695916163937806	0.0036581862802500978	0.005796277652907846	4.286786388128196E-7	4.080024421963666E-7	4.493548354292727E-7	0.004258703439923484	0.005070322034797537
11.0	0.0034817100040826577	0.0036863616642434944	0.0027163659547465844	0.004035772575759547	1.9874062431531374E-7	2.2279702069999899E-7	1.7468422793062844E-7	0.003205398226850903	0.0037580217813144123
12.0	0.002824271806692349	0.0028277560364986655	0.0022909954570430845	0.003310611290747623	1.4233485646998358E-7	1.833525236252539E-7	1.1498974503313671E-7	0.002590435628008406	0.003058107985376292
13.0	0.002155666304666467	0.002145838984009296	0.0015143189718244592	0.002591174575627528	9.765388823026387E-8	9.304880415493678E-8	1.0456151434325453E-7	0.0019619791401393923	0.002349353469193542
14.0	0.0019843545960268262	0.0019912365579024573	0.0015353372787698086	0.0023606217471402852	8.624493275701669E-8	8.595110286731806E-8	8.653876264671533E-8	0.0018023330221188536	0.0021663761699347987
15.0	0.00140334100616833	0.0014622531509503646	0.0010579214495825865	0.0016960202198507582	3.998791373893985E-8	5.4608491802946784E-8	3.0240861696268565E-8	0.0012793984511601684	0.0015272835611764915
16.0	0.0011421208032910408	0.0011837350994967875	8.227165861465337E-4	0.0013680494263018535	3.180497982529367E-8	3.478428638263008E-8	2.8825673267957253E-8	0.001031584831545709	0.0012526567750363727
17.0	9.581009803317257E-4	9.515909379724809E-4	6.936041291965302E-4	0.0011794912942309234	2.5376494378084525E-8	2.0399277627203894E-8	3.284231950440548E-8	8.593658088866679E-4	0.0010568361517767834
