0	0.0
1	0.36621368791740616
2	0.4414249199741994
3	0.050727744013589364
4	0.03826915911813371
5	0.043467330643772006
6	0.012415517193027439
7	0.010824015352133554
8	0.007017030772374172
9	0.007683077798298926
10	0.004019318368475243
11	0.002969668318596834
12	0.002601088911769301
13	0.0019440560561202209
14	0.0017978261827592977
15	0.0011668342634621625
16	0.0010416374540778103
17	8.433257080129965E-4
18	6.960942601769983E-4
19	5.729005997427957E-4
20	5.2182030151398E-4
21	4.66733705384865E-4
22	3.7258570472783217E-4
23	3.29518002299615E-4
24	2.614109379945274E-4
25	2.3737315059273179E-4
26	2.163400866161606E-4
27	1.8929757578914054E-4
28	1.522393202113723E-4
29	1.5023617126122264E-4
30	1.3020468175972628E-4
31	1.0316217093270621E-4
32	1.1217634120837958E-4
33	9.815429855733213E-5
34	9.014170275673359E-5
35	6.510234087986314E-5
36	7.912438353091059E-5
37	6.209761745463869E-5
38	6.410076640478833E-5
39	5.007872375374088E-5
40	4.607242585344161E-5
41	3.906140452791789E-5
42	3.5055106627618616E-5
43	3.805983005284307E-5
44	3.906140452791789E-5
45	2.0031489501496352E-5
46	3.40535321525438E-5
47	2.403778740179562E-5
48	1.6025191601197083E-5
49	1.6025191601197083E-5
50	1.9029915026421536E-5
51	1.3020468175972629E-5
52	9.014170275673358E-6
53	1.4022042651047447E-5
54	1.0015744750748176E-5
55	1.1017319225822994E-5
56	1.201889370089781E-5
57	1.1017319225822994E-5
58	1.201889370089781E-5
59	9.014170275673358E-6
60	1.4022042651047447E-5
61	1.201889370089781E-5
62	9.014170275673358E-6
63	8.012595800598542E-6
64	4.006297900299271E-6
65	4.006297900299271E-6
66	6.009446850448905E-6
67	2.0031489501496354E-6
68	3.0047234252244527E-6
69	4.006297900299271E-6
70	5.007872375374088E-6
71	5.007872375374088E-6
72	3.0047234252244527E-6
73	3.0047234252244527E-6
74	5.007872375374088E-6
75	1.0015744750748177E-6
76	2.0031489501496354E-6
77	2.0031489501496354E-6
78	3.0047234252244527E-6
79	1.0015744750748177E-6
80	5.007872375374088E-6
81	0.0
82	2.0031489501496354E-6
83	1.0015744750748177E-6
84	3.0047234252244527E-6
85	0.0
86	2.0031489501496354E-6
87	0.0
88	2.0031489501496354E-6
89	0.0
90	2.0031489501496354E-6
91	0.0
92	1.0015744750748177E-6
93	0.0
94	1.0015744750748177E-6
95	0.0
96	2.0031489501496354E-6
97	0.0
98	1.0015744750748177E-6
99	0.0
100	0.0
101	1.0015744750748177E-6
102	1.0015744750748177E-6
103	0.0
104	0.0
105	0.0
106	0.0
107	0.0
108	0.0
109	0.0
110	0.0
111	0.0
112	0.0
113	0.0
114	0.0
115	0.0
116	1.0015744750748177E-6
117	0.0
118	0.0
119	0.0
120	0.0
121	0.0
122	1.0015744750748177E-6
123	0.0
124	0.0
125	0.0
126	0.0
127	0.0
128	0.0
129	0.0
130	0.0
131	0.0
132	0.0
133	0.0
134	0.0
135	1.0015744750748177E-6
136	0.0
137	1.0015744750748177E-6
138	0.0
139	0.0
140	0.0
141	0.0
142	0.0
143	0.0
144	0.0
145	0.0
146	0.0
147	0.0
148	0.0
149	0.0
150	0.0
151	0.0
152	0.0
153	0.0
154	0.0
155	0.0
156	1.0015744750748177E-6
